set,composer,albumID,pieceID,key,chroma,participant,valence,arousal,condition,expID
1,chopin,chopinAshkenazy1992Deadpan,M3,Eb,3,24,5,64,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m3,eb,3,25,4,68,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M3,Eb,3,25,6,44,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m3,eb,3,26,3,96,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M3,Eb,3,26,7,100,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m3,eb,3,27,2,79,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M3,Eb,3,27,5,71,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m3,eb,3,28,2,65,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M3,Eb,3,28,7,88,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m3,eb,3,29,3,90,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M3,Eb,3,29,6,79,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m3,eb,3,30,2,87,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M3,Eb,3,30,5,74,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m3,eb,3,31,3,94,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M3,Eb,3,31,6,72,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m3,eb,3,32,1,94,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M3,Eb,3,32,6,80,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m3,eb,3,33,4,75,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M3,Eb,3,33,3,43,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m3,eb,3,34,2,93,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M3,Eb,3,34,6,85,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m3,eb,3,37,4,98,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M3,Eb,3,37,5,87,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m3,eb,3,38,2,81,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M3,Eb,3,38,7,100,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m3,eb,3,39,5,83,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M3,Eb,3,39,6,84,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m3,eb,3,4,3,79,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M3,Eb,3,4,5,63,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m3,eb,3,40,1,80,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M3,Eb,3,40,5,60,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m3,eb,3,41,3,95,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M3,Eb,3,41,6,69,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m3,eb,3,42,2,85,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M3,Eb,3,42,7,80,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m3,eb,3,43,4,66,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M3,Eb,3,43,7,86,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m3,eb,3,6,1,96,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M3,Eb,3,6,7,94,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m3,eb,3,7,3,70,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M3,Eb,3,7,6,75,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m3,eb,3,8,3,90,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M3,Eb,3,8,5,63,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,12,2,15,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,12,1,23,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,13,2,32,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,13,2,17,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,14,2,19,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,14,3,48,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,15,3,37,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,15,3,58,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,16,3,36,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,16,5,55,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,17,5,30,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,17,6,45,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,18,4,16,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,18,3,56,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,19,3,40,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,19,2,29,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,24,4,38,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,24,5,58,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,25,1,84,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,25,6,86,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,26,2,42,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,26,2,44,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,27,5,10,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,27,5,17,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,28,1,3,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,28,1,83,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,29,4,25,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,29,5,64,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,30,2,26,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,30,5,36,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,31,1,23,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,31,2,64,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,32,3,56,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,32,2,31,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,33,4,28,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,33,3,34,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,34,2,34,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,34,3,58,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,37,2,53,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,37,4,36,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,38,1,15,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,38,4,79,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,39,2,11,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,39,2,86,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,4,2,9,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,4,3,25,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,40,5,25,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,40,2,55,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,41,3,53,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,41,3,33,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,42,3,25,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,42,4,18,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,43,2,34,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,43,6,24,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,6,2,87,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,6,2,18,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,7,2,55,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,7,2,87,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m4,e,4,8,2,25,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M4,E,4,8,3,67,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,12,4,57,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,12,6,73,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,13,3,82,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,13,6,56,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,14,1,87,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,14,6,99,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,15,3,80,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,15,5,40,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,16,3,90,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,16,6,42,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,17,5,100,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,17,6,71,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,18,6,73,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,18,6,57,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,19,4,71,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,19,6,80,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,24,4,65,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,24,5,32,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,25,3,70,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,25,6,35,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,26,3,75,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,26,5,64,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,27,3,71,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,27,5,28,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,28,5,83,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,28,7,56,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,29,3,85,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,29,5,59,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,30,6,94,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,30,6,31,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,31,3,84,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,31,6,70,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,32,2,85,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,32,7,36,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,33,4,40,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,33,5,18,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,34,3,78,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,34,6,82,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,37,4,78,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,37,6,58,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,38,3,65,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,38,7,43,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,39,3,94,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,39,7,95,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,4,3,73,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,4,6,30,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,40,3,70,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,40,6,70,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,41,5,60,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,41,6,77,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,42,5,74,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,42,6,70,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,43,3,76,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,43,7,73,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,6,3,100,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,6,6,63,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,7,6,65,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,7,6,76,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m5,f,5,8,4,78,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M5,F,5,8,7,63,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,12,5,57,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,12,3,21,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,13,3,95,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,13,5,6,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,14,5,100,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,14,3,16,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,15,3,65,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,15,4,27,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,16,3,85,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,16,5,32,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,17,5,89,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,17,2,87,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,18,6,84,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,18,6,22,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,19,5,72,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,19,5,10,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,24,5,60,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,24,5,55,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,25,4,39,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,25,5,61,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,26,3,100,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,26,3,51,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,27,3,63,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,27,3,27,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,28,6,97,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,28,2,13,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,29,5,91,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,29,3,45,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,30,5,83,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,30,4,31,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,31,3,98,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,31,2,32,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,32,2,85,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,32,3,35,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,33,3,38,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,33,5,14,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,34,2,93,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,34,4,22,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,37,4,100,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,37,3,6,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,38,3,100,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,38,5,16,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,39,7,88,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,39,3,30,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,4,5,74,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,4,3,11,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,40,5,92,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,40,4,45,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,41,5,82,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,41,3,36,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,42,3,90,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,42,5,31,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,43,2,78,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,43,5,30,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,6,2,100,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,6,3,30,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,7,6,85,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,7,3,52,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m6,f#,6,8,4,85,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M6,F#,6,8,5,34,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,12,2,55,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,12,5,62,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,13,3,91,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,13,6,92,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,14,1,100,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,14,5,97,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,15,3,84,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,15,6,83,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,16,3,90,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,16,5,90,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,17,2,90,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,17,2,90,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,18,3,79,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,18,5,63,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,19,1,90,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,19,6,76,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,24,4,68,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,24,6,72,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,25,5,79,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,25,6,72,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,26,2,92,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,26,6,100,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,27,5,24,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,27,6,72,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,28,2,100,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,28,7,86,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,29,4,65,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,29,5,78,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,30,5,81,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,30,5,61,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,31,2,79,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,31,5,79,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,32,3,63,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,32,4,76,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,33,3,51,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,33,5,53,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,34,2,96,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,34,6,80,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,37,2,100,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,37,4,81,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,38,1,99,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,38,7,89,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,39,2,85,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,39,6,72,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,4,3,78,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,4,5,65,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,40,3,80,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,40,6,85,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,41,2,81,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,41,6,80,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,42,2,84,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,42,6,90,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,43,1,68,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,43,6,85,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,6,1,100,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,6,6,96,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,7,2,92,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,7,6,80,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m7,g,7,8,2,87,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M7,G,7,8,5,65,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m8,g#,8,12,5,84,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M8,Ab,8,12,5,57,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m8,g#,8,13,3,74,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M8,Ab,8,13,6,80,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m8,g#,8,14,1,100,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M8,Ab,8,14,5,70,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m8,g#,8,15,4,86,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M8,Ab,8,15,6,38,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m8,g#,8,16,5,94,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M8,Ab,8,16,6,43,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m8,g#,8,17,3,100,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M8,Ab,8,17,3,34,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m8,g#,8,18,3,74,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M8,Ab,8,18,5,62,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m8,g#,8,19,4,95,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M8,Ab,8,19,4,55,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m8,g#,8,24,5,78,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M8,Ab,8,24,4,40,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m8,g#,8,25,2,79,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M8,Ab,8,25,6,73,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m8,g#,8,26,3,100,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M8,Ab,8,26,6,60,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m8,g#,8,27,5,72,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M8,Ab,8,27,5,18,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m8,g#,8,28,2,92,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M8,Ab,8,28,7,14,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m8,g#,8,29,5,88,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M8,Ab,8,29,5,65,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m8,g#,8,30,5,86,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M8,Ab,8,30,5,41,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m8,g#,8,31,2,92,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M8,Ab,8,31,7,41,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m8,g#,8,32,5,86,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M8,Ab,8,32,2,67,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m8,g#,8,33,2,63,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,M8,Ab,8,33,5,40,deadpan,137
1,chopin,chopinAshkenazy1992Deadpan,m8,g#,8,34,2,76,deadpan,137
